394	54
395	55
393	53
393	52
396	56
392	51
397	57
397	58
391	50
391	49
398	59
390	48
399	60
389	47
400	61
400	62
388	46
388	45
387	44
386	43
386	42
386	41
385	40
384	39
384	38
383	37
383	36
382	35
381	34
381	33
380	32
380	31
401	63
402	64
402	65
403	66
404	67
404	68
405	69
406	70
406	71
407	72
407	73
408	74
409	75
409	76
410	77
410	78
411	79
412	80
412	81
413	82
413	83
414	84
415	85
415	86
416	87
417	88
417	89
418	90
418	91
419	92
420	93
379	30
378	29
378	28
377	27
376	26
376	25
375	24
374	23
374	22
373	21
372	20
371	19
371	18
370	17
369	16
368	15
367	14
366	13
366	12
365	11
364	10
364	9
363	8
362	7
361	6
361	5
360	4
359	3
359	2
358	1
358	0
421	94
421	95
422	96
423	97
423	98
424	99
425	100
426	101
426	102
427	103
428	104
429	105
429	106
430	107
431	108
432	109
432	110
433	111
434	112
435	113
436	114
437	115
438	116
439	117
439	118
440	119
441	120
442	121
443	122
443	123
444	124
445	125
446	126
446	127
447	128
448	129
448	130
449	131
449	132
450	133
451	134
451	135
452	136
452	137
453	138
453	139
454	140
454	141
455	142
456	143
456	144
457	145
457	146
458	147
459	148
460	149
460	150
461	151
462	152
463	153
463	154
464	155
465	156
466	157
467	158
468	159
468	160
469	161
470	162
470	163
471	164
472	165
472	166
473	167
474	168
474	169
475	170
476	171
476	172
477	173
477	174
478	175
478	176
479	177
479	178
480	179
481	180
481	181
482	182
482	183
483	184
484	185
484	186
485	187
486	188
486	189
487	190
488	191
489	192
489	193
490	194
491	195
491	196
492	197
493	198
493	199
494	200
495	201
495	202
496	203
497	204
498	205
498	206
499	207
