438	280
438	279
439	281
437	278
440	282
436	277
441	283
441	284
435	276
435	275
442	285
434	274
443	286
443	287
433	273
444	288
444	289
445	290
445	291
446	292
447	293
447	294
448	295
448	296
449	297
450	298
450	299
451	300
452	301
452	302
432	272
432	271
431	270
430	269
429	268
428	267
428	266
427	265
426	264
425	263
424	262
424	261
423	260
422	259
421	258
421	257
420	256
419	255
419	254
418	253
417	252
417	251
416	250
415	249
415	248
414	247
414	246
413	245
412	244
412	243
453	303
454	304
455	305
456	306
457	307
457	308
458	309
459	310
460	311
460	312
461	313
462	314
463	315
464	316
464	317
465	318
466	319
467	320
467	321
468	322
469	323
469	324
470	325
471	326
471	327
472	328
472	329
473	330
473	331
474	332
475	333
475	334
476	335
477	336
477	337
478	338
478	339
479	340
480	341
480	342
481	343
481	344
482	345
483	346
483	347
484	348
485	349
485	350
486	351
487	352
487	353
488	354
489	355
490	356
490	357
491	358
492	359
493	360
493	361
411	242
410	241
410	240
409	239
409	238
408	237
407	236
407	235
406	234
406	233
405	232
404	231
404	230
403	229
403	228
402	227
402	226
401	225
400	224
400	223
399	222
398	221
398	220
397	219
396	218
396	217
395	216
394	215
393	214
393	213
392	212
391	211
390	210
389	209
389	208
388	207
387	206
386	205
385	204
384	203
384	202
383	201
382	200
382	199
381	198
380	197
380	196
379	195
379	194
378	193
378	192
377	191
376	190
376	189
375	188
374	187
374	186
373	185
372	184
372	183
371	182
370	181
370	180
369	179
368	178
367	177
366	176
366	175
365	174
364	173
363	172
362	171
362	170
361	169
360	168
359	167
358	166
357	165
357	164
356	163
355	162
355	161
354	160
353	159
352	158
352	157
351	156
350	155
349	154
349	153
348	152
347	151
346	150
346	149
345	148
344	147
344	146
343	145
342	144
342	143
341	142
341	141
340	140
339	139
339	138
338	137
337	136
337	135
336	134
336	133
335	132
334	131
334	130
333	129
333	128
332	127
331	126
331	125
494	362
495	363
496	364
496	365
497	366
498	367
499	368
499	369
330	124
330	123
329	122
329	121
328	120
327	119
326	118
326	117
325	116
324	115
324	114
323	113
322	112
321	111
321	110
320	109
319	108
318	107
318	106
317	105
316	104
315	103
315	102
314	101
313	100
313	99
312	98
311	97
311	96
310	95
309	94
309	93
308	92
308	91
307	90
307	89
306	88
305	87
305	86
304	85
303	84
303	83
302	82
301	81
301	80
300	79
299	78
298	77
298	76
297	75
296	74
295	73
295	72
294	71
293	70
292	69
291	68
290	67
289	66
289	65
288	64
287	63
286	62
285	61
285	60
284	59
283	58
282	57
282	56
281	55
280	54
280	53
279	52
278	51
277	50
277	49
276	48
275	47
274	46
274	45
273	44
272	43
272	42
271	41
270	40
270	39
269	38
269	37
268	36
267	35
267	34
266	33
266	32
265	31
264	30
264	29
263	28
262	27
262	26
261	25
260	24
260	23
259	22
258	21
258	20
257	19
256	18
256	17
255	16
254	15
254	14
253	13
252	12
251	11
250	10
250	9
249	8
248	7
247	6
247	5
246	4
245	3
245	2
244	1
244	0
