24	657
24	656
25	658
25	659
23	655
26	660
22	654
22	653
27	661
27	662
21	652
21	651
28	663
28	664
20	650
29	665
19	649
19	648
18	647
17	646
17	645
16	644
16	643
15	642
14	641
14	640
13	639
13	638
12	637
12	636
11	635
30	666
30	667
31	668
32	669
32	670
33	671
34	672
34	673
35	674
36	675
36	676
37	677
38	678
39	679
39	680
40	681
41	682
42	683
43	684
43	685
44	686
45	687
46	688
46	689
47	690
48	691
49	692
49	693
50	694
51	695
10	634
10	633
9	632
8	631
8	630
7	629
7	628
6	627
6	626
5	625
4	624
4	623
3	622
2	621
2	620
1	619
0	618
52	696
53	697
53	698
54	699
