140	575
140	576
139	574
141	577
138	573
138	572
142	578
142	579
137	571
143	580
143	581
136	570
136	569
144	582
135	568
145	583
145	584
146	585
147	586
147	587
148	588
149	589
149	590
150	591
151	592
152	593
152	594
153	595
154	596
134	567
134	566
133	565
133	564
132	563
131	562
131	561
130	560
130	559
129	558
128	557
128	556
127	555
127	554
126	553
126	552
125	551
124	550
124	549
123	548
123	547
122	546
121	545
121	544
120	543
120	542
119	541
118	540
118	539
155	597
155	598
156	599
157	600
158	601
158	602
159	603
160	604
161	605
161	606
162	607
163	608
164	609
164	610
165	611
166	612
167	613
167	614
168	615
169	616
170	617
171	618
171	619
172	620
173	621
174	622
174	623
175	624
176	625
176	626
177	627
178	628
179	629
179	630
180	631
181	632
182	633
182	634
183	635
184	636
184	637
185	638
186	639
186	640
187	641
188	642
188	643
189	644
189	645
190	646
190	647
191	648
192	649
192	650
193	651
194	652
194	653
117	538
117	537
116	536
115	535
114	534
114	533
113	532
112	531
112	530
111	529
110	528
109	527
108	526
108	525
107	524
106	523
105	522
105	521
104	520
103	519
103	518
102	517
101	516
100	515
99	514
99	513
98	512
97	511
96	510
96	509
95	508
94	507
93	506
93	505
92	504
91	503
90	502
90	501
89	500
88	499
87	498
87	497
86	496
85	495
84	494
84	493
83	492
82	491
82	490
81	489
80	488
80	487
79	486
78	485
78	484
77	483
76	482
76	481
75	480
74	479
74	478
73	477
72	476
72	475
71	474
70	473
70	472
69	471
68	470
68	469
67	468
66	467
66	466
65	465
64	464
64	463
63	462
63	461
62	460
61	459
61	458
60	457
59	456
59	455
58	454
58	453
57	452
56	451
56	450
55	449
55	448
54	447
53	446
53	445
52	444
51	443
51	442
50	441
49	440
49	439
48	438
48	437
47	436
46	435
46	434
45	433
44	432
43	431
43	430
42	429
41	428
41	427
40	426
39	425
39	424
195	654
196	655
196	656
197	657
197	658
198	659
199	660
199	661
200	662
200	663
201	664
202	665
202	666
203	667
203	668
204	669
205	670
205	671
206	672
207	673
207	674
208	675
209	676
209	677
210	678
211	679
211	680
212	681
213	682
213	683
214	684
214	685
215	686
215	687
216	688
217	689
217	690
218	691
218	692
219	693
220	694
220	695
221	696
222	697
222	698
223	699
38	423
37	422
36	421
35	420
35	419
34	418
33	417
32	416
32	415
31	414
30	413
30	412
29	411
28	410
27	409
27	408
26	407
25	406
24	405
24	404
23	403
22	402
21	401
21	400
20	399
19	398
18	397
17	396
17	395
16	394
15	393
14	392
14	391
13	390
12	389
11	388
11	387
10	386
9	385
8	384
8	383
7	382
6	381
6	380
5	379
5	378
4	377
4	376
3	375
2	374
2	373
1	372
0	371
0	370
